error    libmamba Could not set lock (Resource temporarily unavailable)
warning  libmamba Cannot lock '/home/julian/.cache/mamba/proc'
    Waiting for other mamba process to finish
[r9040] best=72204.2930 gains=0 vars~2480 t=1170s status=OPTIMAL obj_int=11869448
[r9050] best=72204.2930 gains=0 vars~2479 t=1172s status=OPTIMAL obj_int=11758867
[r9060] best=72204.2930 gains=0 vars~2459 t=1173s status=OPTIMAL obj_int=11897552
[r9070] best=72204.2930 gains=0 vars~2420 t=1174s status=OPTIMAL obj_int=11980448
[r9080] best=72204.2930 gains=0 vars~2458 t=1175s status=OPTIMAL obj_int=11887748
[r9090] best=72204.2930 gains=0 vars~2385 t=1176s status=OPTIMAL obj_int=11905667
[r9100] best=72204.2930 gains=0 vars~2438 t=1177s status=OPTIMAL obj_int=11904207
[r9110] best=72204.2930 gains=0 vars~2478 t=1178s status=OPTIMAL obj_int=11912395
[r9120] best=72204.2930 gains=0 vars~2454 t=1180s status=OPTIMAL obj_int=11790438
[r9130] best=72204.2930 gains=0 vars~2459 t=1181s status=OPTIMAL obj_int=11849970
[r9140] best=72204.2930 gains=0 vars~2448 t=1182s status=OPTIMAL obj_int=11899662
[r9150] best=72204.2930 gains=0 vars~2443 t=1183s status=OPTIMAL obj_int=11804326
[r9160] best=72204.2930 gains=0 vars~2483 t=1184s status=OPTIMAL obj_int=11935667
[r9170] best=72204.2930 gains=0 vars~2471 t=1186s status=OPTIMAL obj_int=11959271
[r9180] best=72204.2930 gains=0 vars~2460 t=1187s status=OPTIMAL obj_int=11842913
[r9190] best=72204.2930 gains=0 vars~2416 t=1188s status=OPTIMAL obj_int=11748010
[r9200] best=72204.2930 gains=0 vars~2439 t=1189s status=OPTIMAL obj_int=11953023
[r9210] best=72204.2930 gains=0 vars~2451 t=1190s status=OPTIMAL obj_int=11806541
[r9220] best=72204.2930 gains=0 vars~2370 t=1191s status=OPTIMAL obj_int=11887083
[r9230] best=72204.2930 gains=0 vars~2489 t=1192s status=OPTIMAL obj_int=11861840
[r9240] best=72204.2930 gains=0 vars~2500 t=1194s status=OPTIMAL obj_int=11943098
[r9250] best=72204.2930 gains=0 vars~2431 t=1195s status=OPTIMAL obj_int=11831726
[r9260] best=72204.2930 gains=0 vars~2467 t=1196s status=OPTIMAL obj_int=11912902
[r9270] best=72204.2930 gains=0 vars~2479 t=1197s status=OPTIMAL obj_int=11919942
[r9280] best=72204.2930 gains=0 vars~2515 t=1198s status=OPTIMAL obj_int=11849366
[r9290] best=72204.2930 gains=0 vars~2382 t=1200s status=OPTIMAL obj_int=11836393
DONE [ii] rounds=9295 best=72204.2930 rescore=72204.2930 valid=True gains=0 gain=+0.0000
no improvement over bank
