[i] n=25000 bank=33338.1840 sel=4465 k_free=400 block_time=45.0s seed=31
[r31560] best=33338.1840 gains=0 vars~504 t=804s status=OPTIMAL obj_int=2929539
[r31570] best=33338.1840 gains=0 vars~519 t=804s status=OPTIMAL obj_int=2926477
[r31580] best=33338.1840 gains=0 vars~504 t=804s status=OPTIMAL obj_int=2927308
[r31590] best=33338.1840 gains=0 vars~538 t=805s status=OPTIMAL obj_int=2999801
[r31600] best=33338.1840 gains=0 vars~524 t=805s status=OPTIMAL obj_int=2962341
[r31610] best=33338.1840 gains=0 vars~536 t=805s status=OPTIMAL obj_int=2984012
[r31620] best=33338.1840 gains=0 vars~529 t=805s status=OPTIMAL obj_int=2994955
[r31630] best=33338.1840 gains=0 vars~528 t=806s status=OPTIMAL obj_int=3014417
[r31640] best=33338.1840 gains=0 vars~520 t=806s status=OPTIMAL obj_int=3004269
[r31650] best=33338.1840 gains=0 vars~524 t=806s status=OPTIMAL obj_int=3017901
[r31660] best=33338.1840 gains=0 vars~529 t=806s status=OPTIMAL obj_int=2957150
[r31670] best=33338.1840 gains=0 vars~535 t=807s status=OPTIMAL obj_int=3077118
[r31680] best=33338.1840 gains=0 vars~541 t=807s status=OPTIMAL obj_int=2984227
[r31690] best=33338.1840 gains=0 vars~517 t=807s status=OPTIMAL obj_int=3013315
[r31700] best=33338.1840 gains=0 vars~524 t=807s status=OPTIMAL obj_int=2985314
[r31710] best=33338.1840 gains=0 vars~533 t=808s status=OPTIMAL obj_int=3019422
[r31720] best=33338.1840 gains=0 vars~529 t=808s status=OPTIMAL obj_int=3013450
[r31730] best=33338.1840 gains=0 vars~530 t=808s status=OPTIMAL obj_int=3010429
[r31740] best=33338.1840 gains=0 vars~523 t=808s status=OPTIMAL obj_int=3066045
[r31750] best=33338.1840 gains=0 vars~517 t=809s status=OPTIMAL obj_int=3046261
[r31760] best=33338.1840 gains=0 vars~518 t=809s status=OPTIMAL obj_int=2988637
[r31770] best=33338.1840 gains=0 vars~510 t=809s status=OPTIMAL obj_int=3055311
[r31780] best=33338.1840 gains=0 vars~528 t=809s status=OPTIMAL obj_int=2938652
[r31790] best=33338.1840 gains=0 vars~512 t=810s status=OPTIMAL obj_int=3005904
[r31800] best=33338.1840 gains=0 vars~537 t=810s status=OPTIMAL obj_int=2988705
[r31810] best=33338.1840 gains=0 vars~505 t=810s status=OPTIMAL obj_int=3008982
[r31820] best=33338.1840 gains=0 vars~524 t=810s status=OPTIMAL obj_int=2964056
[r31830] best=33338.1840 gains=0 vars~536 t=811s status=OPTIMAL obj_int=3023180
[r31840] best=33338.1840 gains=0 vars~527 t=811s status=OPTIMAL obj_int=3021594
[r31850] best=33338.1840 gains=0 vars~525 t=811s status=OPTIMAL obj_int=2941176
[r31860] best=33338.1840 gains=0 vars~508 t=811s status=OPTIMAL obj_int=2974888
[r31870] best=33338.1840 gains=0 vars~528 t=812s status=OPTIMAL obj_int=2977405
[r31880] best=33338.1840 gains=0 vars~531 t=812s status=OPTIMAL obj_int=3029300
[r31890] best=33338.1840 gains=0 vars~512 t=812s status=OPTIMAL obj_int=2980290
[r31900] best=33338.1840 gains=0 vars~521 t=812s status=OPTIMAL obj_int=2977786
[r31910] best=33338.1840 gains=0 vars~524 t=813s status=OPTIMAL obj_int=3036201
[r31920] best=33338.1840 gains=0 vars~539 t=813s status=OPTIMAL obj_int=2974301
[r31930] best=33338.1840 gains=0 vars~523 t=813s status=OPTIMAL obj_int=3008538
[r31940] best=33338.1840 gains=0 vars~525 t=813s status=OPTIMAL obj_int=2950064
[r31950] best=33338.1840 gains=0 vars~544 t=814s status=OPTIMAL obj_int=2957921
[r31960] best=33338.1840 gains=0 vars~538 t=814s status=OPTIMAL obj_int=2995575
[r31970] best=33338.1840 gains=0 vars~543 t=814s status=OPTIMAL obj_int=2971027
[r31980] best=33338.1840 gains=0 vars~533 t=814s status=OPTIMAL obj_int=3000672
[r31990] best=33338.1840 gains=0 vars~516 t=815s status=OPTIMAL obj_int=2998267
[r32000] best=33338.1840 gains=0 vars~513 t=815s status=OPTIMAL obj_int=2925263
[r32010] best=33338.1840 gains=0 vars~525 t=815s status=OPTIMAL obj_int=2954583
[r32020] best=33338.1840 gains=0 vars~529 t=815s status=OPTIMAL obj_int=2978786
[r32030] best=33338.1840 gains=0 vars~522 t=816s status=OPTIMAL obj_int=2959184
[r32040] best=33338.1840 gains=0 vars~544 t=816s status=OPTIMAL obj_int=2987300
[r32050] best=33338.1840 gains=0 vars~522 t=816s status=OPTIMAL obj_int=2967752
[r32060] best=33338.1840 gains=0 vars~540 t=816s status=OPTIMAL obj_int=3030342
[r32070] best=33338.1840 gains=0 vars~543 t=817s status=OPTIMAL obj_int=2955420
[r32080] best=33338.1840 gains=0 vars~541 t=817s status=OPTIMAL obj_int=2991530
[r32090] best=33338.1840 gains=0 vars~523 t=817s status=OPTIMAL obj_int=3002153
[r32100] best=33338.1840 gains=0 vars~517 t=817s status=OPTIMAL obj_int=3012727
[r32110] best=33338.1840 gains=0 vars~528 t=818s status=OPTIMAL obj_int=2993989
[r32120] best=33338.1840 gains=0 vars~510 t=818s status=OPTIMAL obj_int=2913288
[r32130] best=33338.1840 gains=0 vars~517 t=818s status=OPTIMAL obj_int=3060133
[r32140] best=33338.1840 gains=0 vars~534 t=818s status=OPTIMAL obj_int=2990104
[r32150] best=33338.1840 gains=0 vars~520 t=819s status=OPTIMAL obj_int=2965201
[r32160] best=33338.1840 gains=0 vars~535 t=819s status=OPTIMAL obj_int=2971737
[r32170] best=33338.1840 gains=0 vars~529 t=819s status=OPTIMAL obj_int=2961821
[r32180] best=33338.1840 gains=0 vars~507 t=819s status=OPTIMAL obj_int=3025707
[r32190] best=33338.1840 gains=0 vars~518 t=820s status=OPTIMAL obj_int=2979359
[r32200] best=33338.1840 gains=0 vars~534 t=820s status=OPTIMAL obj_int=3040156
[r32210] best=33338.1840 gains=0 vars~531 t=820s status=OPTIMAL obj_int=3060201
[r32220] best=33338.1840 gains=0 vars~518 t=820s status=OPTIMAL obj_int=2959437
[r32230] best=33338.1840 gains=0 vars~527 t=820s status=OPTIMAL obj_int=3023153
[r32240] best=33338.1840 gains=0 vars~526 t=821s status=OPTIMAL obj_int=2987492
[r32250] best=33338.1840 gains=0 vars~528 t=821s status=OPTIMAL obj_int=2978605
[r32260] best=33338.1840 gains=0 vars~526 t=821s status=OPTIMAL obj_int=2987313
[r32270] best=33338.1840 gains=0 vars~511 t=821s status=OPTIMAL obj_int=3009180
[r32280] best=33338.1840 gains=0 vars~523 t=822s status=OPTIMAL obj_int=3018702
[r32290] best=33338.1840 gains=0 vars~524 t=822s status=OPTIMAL obj_int=2997391
[r32300] best=33338.1840 gains=0 vars~559 t=822s status=OPTIMAL obj_int=2983172
[r32310] best=33338.1840 gains=0 vars~528 t=822s status=OPTIMAL obj_int=2945024
[r32320] best=33338.1840 gains=0 vars~513 t=823s status=OPTIMAL obj_int=3022981
[r32330] best=33338.1840 gains=0 vars~505 t=823s status=OPTIMAL obj_int=3023376
[r32340] best=33338.1840 gains=0 vars~530 t=823s status=OPTIMAL obj_int=3013031
[r32350] best=33338.1840 gains=0 vars~508 t=823s status=OPTIMAL obj_int=3026691
[r32360] best=33338.1840 gains=0 vars~508 t=824s status=OPTIMAL obj_int=2918099
[r32370] best=33338.1840 gains=0 vars~518 t=824s status=OPTIMAL obj_int=2942406
[r32380] best=33338.1840 gains=0 vars~529 t=824s status=OPTIMAL obj_int=2976015
[r32390] best=33338.1840 gains=0 vars~528 t=824s status=OPTIMAL obj_int=2983801
[r32400] best=33338.1840 gains=0 vars~520 t=825s status=OPTIMAL obj_int=3025234
[r32410] best=33338.1840 gains=0 vars~517 t=825s status=OPTIMAL obj_int=3006072
[r32420] best=33338.1840 gains=0 vars~550 t=825s status=OPTIMAL obj_int=3034147
[r32430] best=33338.1840 gains=0 vars~540 t=825s status=OPTIMAL obj_int=3006850
[r32440] best=33338.1840 gains=0 vars~514 t=826s status=OPTIMAL obj_int=2938530
[r32450] best=33338.1840 gains=0 vars~520 t=826s status=OPTIMAL obj_int=2998812
[r32460] best=33338.1840 gains=0 vars~523 t=826s status=OPTIMAL obj_int=2954424
[r32470] best=33338.1840 gains=0 vars~526 t=826s status=OPTIMAL obj_int=2992758
[r32480] best=33338.1840 gains=0 vars~540 t=826s status=OPTIMAL obj_int=2955478
[r32490] best=33338.1840 gains=0 vars~534 t=827s status=OPTIMAL obj_int=2961460
[r32500] best=33338.1840 gains=0 vars~521 t=827s status=OPTIMAL obj_int=2923605
[r32510] best=33338.1840 gains=0 vars~506 t=827s status=OPTIMAL obj_int=2911096
[r32520] best=33338.1840 gains=0 vars~539 t=827s status=OPTIMAL obj_int=3024965
[r32530] best=33338.1840 gains=0 vars~505 t=828s status=OPTIMAL obj_int=2968847
[r32540] best=33338.1840 gains=0 vars~527 t=828s status=OPTIMAL obj_int=3002147
[r32550] best=33338.1840 gains=0 vars~508 t=828s status=OPTIMAL obj_int=2903977
[r32560] best=33338.1840 gains=0 vars~536 t=828s status=OPTIMAL obj_int=2998967
[r32570] best=33338.1840 gains=0 vars~515 t=829s status=OPTIMAL obj_int=2995823
[r32580] best=33338.1840 gains=0 vars~548 t=829s status=OPTIMAL obj_int=3016367
[r32590] best=33338.1840 gains=0 vars~522 t=829s status=OPTIMAL obj_int=3005971
[r32600] best=33338.1840 gains=0 vars~521 t=829s status=OPTIMAL obj_int=2942023
[r32610] best=33338.1840 gains=0 vars~513 t=830s status=OPTIMAL obj_int=3006112
[r32620] best=33338.1840 gains=0 vars~543 t=830s status=OPTIMAL obj_int=2976268
[r32630] best=33338.1840 gains=0 vars~517 t=830s status=OPTIMAL obj_int=2987494
[r32640] best=33338.1840 gains=0 vars~529 t=830s status=OPTIMAL obj_int=2986513
[r32650] best=33338.1840 gains=0 vars~544 t=831s status=OPTIMAL obj_int=2937009
[r32660] best=33338.1840 gains=0 vars~527 t=831s status=OPTIMAL obj_int=2983264
[r32670] best=33338.1840 gains=0 vars~524 t=831s status=OPTIMAL obj_int=2901442
[r32680] best=33338.1840 gains=0 vars~534 t=831s status=OPTIMAL obj_int=2996244
[r32690] best=33338.1840 gains=0 vars~550 t=832s status=OPTIMAL obj_int=2946184
[r32700] best=33338.1840 gains=0 vars~518 t=832s status=OPTIMAL obj_int=2966405
[r32710] best=33338.1840 gains=0 vars~524 t=832s status=OPTIMAL obj_int=2946201
[r32720] best=33338.1840 gains=0 vars~546 t=832s status=OPTIMAL obj_int=2954379
[r32730] best=33338.1840 gains=0 vars~535 t=833s status=OPTIMAL obj_int=2954282
[r32740] best=33338.1840 gains=0 vars~539 t=833s status=OPTIMAL obj_int=3081592
[r32750] best=33338.1840 gains=0 vars~519 t=833s status=OPTIMAL obj_int=2975486
[r32760] best=33338.1840 gains=0 vars~537 t=833s status=OPTIMAL obj_int=2924192
[r32770] best=33338.1840 gains=0 vars~514 t=834s status=OPTIMAL obj_int=2962366
[r32780] best=33338.1840 gains=0 vars~517 t=834s status=OPTIMAL obj_int=2956568
[r32790] best=33338.1840 gains=0 vars~501 t=834s status=OPTIMAL obj_int=2951276
[r32800] best=33338.1840 gains=0 vars~545 t=834s status=OPTIMAL obj_int=3075588
[r32810] best=33338.1840 gains=0 vars~519 t=835s status=OPTIMAL obj_int=3024207
[r32820] best=33338.1840 gains=0 vars~518 t=835s status=OPTIMAL obj_int=2980473
[r32830] best=33338.1840 gains=0 vars~519 t=835s status=OPTIMAL obj_int=2954064
[r32840] best=33338.1840 gains=0 vars~547 t=835s status=OPTIMAL obj_int=3013235
[r32850] best=33338.1840 gains=0 vars~536 t=836s status=OPTIMAL obj_int=2989286
[r32860] best=33338.1840 gains=0 vars~522 t=836s status=OPTIMAL obj_int=2964333
[r32870] best=33338.1840 gains=0 vars~524 t=836s status=OPTIMAL obj_int=3000224
[r32880] best=33338.1840 gains=0 vars~519 t=836s status=OPTIMAL obj_int=2999070
[r32890] best=33338.1840 gains=0 vars~512 t=837s status=OPTIMAL obj_int=2941536
[r32900] best=33338.1840 gains=0 vars~536 t=837s status=OPTIMAL obj_int=2988997
[r32910] best=33338.1840 gains=0 vars~509 t=837s status=OPTIMAL obj_int=3009296
[r32920] best=33338.1840 gains=0 vars~537 t=837s status=OPTIMAL obj_int=2970201
[r32930] best=33338.1840 gains=0 vars~528 t=838s status=OPTIMAL obj_int=2988336
[r32940] best=33338.1840 gains=0 vars~556 t=838s status=OPTIMAL obj_int=3022060
[r32950] best=33338.1840 gains=0 vars~533 t=838s status=OPTIMAL obj_int=2931059
[r32960] best=33338.1840 gains=0 vars~527 t=838s status=OPTIMAL obj_int=2990112
[r32970] best=33338.1840 gains=0 vars~544 t=839s status=OPTIMAL obj_int=3049652
[r32980] best=33338.1840 gains=0 vars~519 t=839s status=OPTIMAL obj_int=2972854
[r32990] best=33338.1840 gains=0 vars~533 t=839s status=OPTIMAL obj_int=2972521
[r33000] best=33338.1840 gains=0 vars~538 t=839s status=OPTIMAL obj_int=2972401
[r33010] best=33338.1840 gains=0 vars~511 t=840s status=OPTIMAL obj_int=2966787
[r33020] best=33338.1840 gains=0 vars~512 t=840s status=OPTIMAL obj_int=2995928
[r33030] best=33338.1840 gains=0 vars~538 t=840s status=OPTIMAL obj_int=2936962
[r33040] best=33338.1840 gains=0 vars~518 t=840s status=OPTIMAL obj_int=2955984
[r33050] best=33338.1840 gains=0 vars~536 t=841s status=OPTIMAL obj_int=2995424
[r33060] best=33338.1840 gains=0 vars~515 t=841s status=OPTIMAL obj_int=3000318
[r33070] best=33338.1840 gains=0 vars~531 t=841s status=OPTIMAL obj_int=2967286
[r33080] best=33338.1840 gains=0 vars~528 t=841s status=OPTIMAL obj_int=3019522
[r33090] best=33338.1840 gains=0 vars~512 t=842s status=OPTIMAL obj_int=2950156
[r33100] best=33338.1840 gains=0 vars~539 t=842s status=OPTIMAL obj_int=2981236
[r33110] best=33338.1840 gains=0 vars~536 t=842s status=OPTIMAL obj_int=3003588
[r33120] best=33338.1840 gains=0 vars~521 t=842s status=OPTIMAL obj_int=3058558
[r33130] best=33338.1840 gains=0 vars~531 t=843s status=OPTIMAL obj_int=3018341
[r33140] best=33338.1840 gains=0 vars~505 t=843s status=OPTIMAL obj_int=3014155
[r33150] best=33338.1840 gains=0 vars~524 t=843s status=OPTIMAL obj_int=2976096
[r33160] best=33338.1840 gains=0 vars~529 t=843s status=OPTIMAL obj_int=3036467
[r33170] best=33338.1840 gains=0 vars~532 t=844s status=OPTIMAL obj_int=2918557
[r33180] best=33338.1840 gains=0 vars~513 t=844s status=OPTIMAL obj_int=2938792
[r33190] best=33338.1840 gains=0 vars~525 t=844s status=OPTIMAL obj_int=2991226
[r33200] best=33338.1840 gains=0 vars~549 t=844s status=OPTIMAL obj_int=3010283
[r33210] best=33338.1840 gains=0 vars~497 t=845s status=OPTIMAL obj_int=2943426
[r33220] best=33338.1840 gains=0 vars~555 t=845s status=OPTIMAL obj_int=2919059
[r33230] best=33338.1840 gains=0 vars~533 t=845s status=OPTIMAL obj_int=2999636
[r33240] best=33338.1840 gains=0 vars~513 t=845s status=OPTIMAL obj_int=3048177
[r33250] best=33338.1840 gains=0 vars~534 t=846s status=OPTIMAL obj_int=3031144
[r33260] best=33338.1840 gains=0 vars~518 t=846s status=OPTIMAL obj_int=2963278
[r33270] best=33338.1840 gains=0 vars~541 t=846s status=OPTIMAL obj_int=3043402
[r33280] best=33338.1840 gains=0 vars~539 t=846s status=OPTIMAL obj_int=3031393
[r33290] best=33338.1840 gains=0 vars~529 t=847s status=OPTIMAL obj_int=2922571
[r33300] best=33338.1840 gains=0 vars~549 t=847s status=OPTIMAL obj_int=3001143
[r33310] best=33338.1840 gains=0 vars~515 t=847s status=OPTIMAL obj_int=3050367
[r33320] best=33338.1840 gains=0 vars~525 t=847s status=OPTIMAL obj_int=2919028
[r33330] best=33338.1840 gains=0 vars~541 t=848s status=OPTIMAL obj_int=3015801
[r33340] best=33338.1840 gains=0 vars~547 t=848s status=OPTIMAL obj_int=2952330
[r33350] best=33338.1840 gains=0 vars~541 t=848s status=OPTIMAL obj_int=2977312
[r33360] best=33338.1840 gains=0 vars~549 t=848s status=OPTIMAL obj_int=2988761
[r33370] best=33338.1840 gains=0 vars~512 t=849s status=OPTIMAL obj_int=2989361
[r33380] best=33338.1840 gains=0 vars~520 t=849s status=OPTIMAL obj_int=2973202
[r33390] best=33338.1840 gains=0 vars~514 t=849s status=OPTIMAL obj_int=2966710
[r33400] best=33338.1840 gains=0 vars~527 t=849s status=OPTIMAL obj_int=3056981
[r33410] best=33338.1840 gains=0 vars~534 t=850s status=OPTIMAL obj_int=2992152
[r33420] best=33338.1840 gains=0 vars~525 t=850s status=OPTIMAL obj_int=2956231
[r33430] best=33338.1840 gains=0 vars~531 t=850s status=OPTIMAL obj_int=3025980
[r33440] best=33338.1840 gains=0 vars~518 t=850s status=OPTIMAL obj_int=2970685
[r33450] best=33338.1840 gains=0 vars~525 t=851s status=OPTIMAL obj_int=2947507
[r33460] best=33338.1840 gains=0 vars~519 t=851s status=OPTIMAL obj_int=3002231
[r33470] best=33338.1840 gains=0 vars~528 t=851s status=OPTIMAL obj_int=3028849
[r33480] best=33338.1840 gains=0 vars~522 t=851s status=OPTIMAL obj_int=3023158
[r33490] best=33338.1840 gains=0 vars~523 t=852s status=OPTIMAL obj_int=3006588
[r33500] best=33338.1840 gains=0 vars~536 t=852s status=OPTIMAL obj_int=2953406
[r33510] best=33338.1840 gains=0 vars~514 t=852s status=OPTIMAL obj_int=2961574
[r33520] best=33338.1840 gains=0 vars~534 t=852s status=OPTIMAL obj_int=3011844
[r33530] best=33338.1840 gains=0 vars~534 t=853s status=OPTIMAL obj_int=2990942
[r33540] best=33338.1840 gains=0 vars~508 t=853s status=OPTIMAL obj_int=2962320
[r33550] best=33338.1840 gains=0 vars~528 t=853s status=OPTIMAL obj_int=2989046
[r33560] best=33338.1840 gains=0 vars~515 t=853s status=OPTIMAL obj_int=2982547
[r33570] best=33338.1840 gains=0 vars~508 t=853s status=OPTIMAL obj_int=2965071
[r33580] best=33338.1840 gains=0 vars~529 t=854s status=OPTIMAL obj_int=2954692
[r33590] best=33338.1840 gains=0 vars~534 t=854s status=OPTIMAL obj_int=2999889
[r33600] best=33338.1840 gains=0 vars~528 t=854s status=OPTIMAL obj_int=2983337
[r33610] best=33338.1840 gains=0 vars~518 t=855s status=OPTIMAL obj_int=2933204
[r33620] best=33338.1840 gains=0 vars~511 t=855s status=OPTIMAL obj_int=2991840
[r33630] best=33338.1840 gains=0 vars~528 t=855s status=OPTIMAL obj_int=2961945
[r33640] best=33338.1840 gains=0 vars~521 t=855s status=OPTIMAL obj_int=2979492
[r33650] best=33338.1840 gains=0 vars~532 t=855s status=OPTIMAL obj_int=2983561
[r33660] best=33338.1840 gains=0 vars~515 t=856s status=OPTIMAL obj_int=2994447
[r33670] best=33338.1840 gains=0 vars~531 t=856s status=OPTIMAL obj_int=2975675
[r33680] best=33338.1840 gains=0 vars~520 t=856s status=OPTIMAL obj_int=2947456
[r33690] best=33338.1840 gains=0 vars~524 t=856s status=OPTIMAL obj_int=2966400
[r33700] best=33338.1840 gains=0 vars~528 t=857s status=OPTIMAL obj_int=2967349
[r33710] best=33338.1840 gains=0 vars~527 t=857s status=OPTIMAL obj_int=2971628
[r33720] best=33338.1840 gains=0 vars~537 t=857s status=OPTIMAL obj_int=2967893
[r33730] best=33338.1840 gains=0 vars~526 t=857s status=OPTIMAL obj_int=2968766
[r33740] best=33338.1840 gains=0 vars~527 t=858s status=OPTIMAL obj_int=3017148
[r33750] best=33338.1840 gains=0 vars~519 t=858s status=OPTIMAL obj_int=3003568
[r33760] best=33338.1840 gains=0 vars~529 t=858s status=OPTIMAL obj_int=2981184
[r33770] best=33338.1840 gains=0 vars~524 t=858s status=OPTIMAL obj_int=2947205
[r33780] best=33338.1840 gains=0 vars~533 t=859s status=OPTIMAL obj_int=2936918
[r33790] best=33338.1840 gains=0 vars~529 t=859s status=OPTIMAL obj_int=2999347
[r33800] best=33338.1840 gains=0 vars~533 t=859s status=OPTIMAL obj_int=2973974
[r33810] best=33338.1840 gains=0 vars~530 t=859s status=OPTIMAL obj_int=2989793
[r33820] best=33338.1840 gains=0 vars~521 t=860s status=OPTIMAL obj_int=2912663
[r33830] best=33338.1840 gains=0 vars~527 t=860s status=OPTIMAL obj_int=3023051
[r33840] best=33338.1840 gains=0 vars~544 t=860s status=OPTIMAL obj_int=2978250
[r33850] best=33338.1840 gains=0 vars~534 t=860s status=OPTIMAL obj_int=3008147
[r33860] best=33338.1840 gains=0 vars~518 t=861s status=OPTIMAL obj_int=3012098
[r33870] best=33338.1840 gains=0 vars~539 t=861s status=OPTIMAL obj_int=2973367
[r33880] best=33338.1840 gains=0 vars~540 t=861s status=OPTIMAL obj_int=2963323
[r33890] best=33338.1840 gains=0 vars~523 t=861s status=OPTIMAL obj_int=3004798
[r33900] best=33338.1840 gains=0 vars~533 t=861s status=OPTIMAL obj_int=2988783
[r33910] best=33338.1840 gains=0 vars~540 t=862s status=OPTIMAL obj_int=2963835
[r33920] best=33338.1840 gains=0 vars~546 t=862s status=OPTIMAL obj_int=3119779
[r33930] best=33338.1840 gains=0 vars~521 t=862s status=OPTIMAL obj_int=3031009
[r33940] best=33338.1840 gains=0 vars~514 t=862s status=OPTIMAL obj_int=2919397
[r33950] best=33338.1840 gains=0 vars~538 t=863s status=OPTIMAL obj_int=3049506
[r33960] best=33338.1840 gains=0 vars~513 t=863s status=OPTIMAL obj_int=3047035
[r33970] best=33338.1840 gains=0 vars~526 t=863s status=OPTIMAL obj_int=2949507
[r33980] best=33338.1840 gains=0 vars~526 t=863s status=OPTIMAL obj_int=2973893
[r33990] best=33338.1840 gains=0 vars~529 t=864s status=OPTIMAL obj_int=3003952
[r34000] best=33338.1840 gains=0 vars~525 t=864s status=OPTIMAL obj_int=3101550
[r34010] best=33338.1840 gains=0 vars~540 t=864s status=OPTIMAL obj_int=3025794
[r34020] best=33338.1840 gains=0 vars~515 t=864s status=OPTIMAL obj_int=2944422
[r34030] best=33338.1840 gains=0 vars~538 t=865s status=OPTIMAL obj_int=2950479
[r34040] best=33338.1840 gains=0 vars~527 t=865s status=OPTIMAL obj_int=3003034
[r34050] best=33338.1840 gains=0 vars~509 t=865s status=OPTIMAL obj_int=2945159
[r34060] best=33338.1840 gains=0 vars~521 t=865s status=OPTIMAL obj_int=2963054
[r34070] best=33338.1840 gains=0 vars~538 t=866s status=OPTIMAL obj_int=3079979
[r34080] best=33338.1840 gains=0 vars~549 t=866s status=OPTIMAL obj_int=3011893
[r34090] best=33338.1840 gains=0 vars~541 t=866s status=OPTIMAL obj_int=2970627
[r34100] best=33338.1840 gains=0 vars~530 t=866s status=OPTIMAL obj_int=2953033
[r34110] best=33338.1840 gains=0 vars~548 t=867s status=OPTIMAL obj_int=3009526
[r34120] best=33338.1840 gains=0 vars~530 t=867s status=OPTIMAL obj_int=2914263
[r34130] best=33338.1840 gains=0 vars~531 t=867s status=OPTIMAL obj_int=2971301
[r34140] best=33338.1840 gains=0 vars~526 t=867s status=OPTIMAL obj_int=2981407
[r34150] best=33338.1840 gains=0 vars~522 t=868s status=OPTIMAL obj_int=2993090
[r34160] best=33338.1840 gains=0 vars~526 t=868s status=OPTIMAL obj_int=2983672
[r34170] best=33338.1840 gains=0 vars~513 t=868s status=OPTIMAL obj_int=2944845
[r34180] best=33338.1840 gains=0 vars~509 t=868s status=OPTIMAL obj_int=2998198
[r34190] best=33338.1840 gains=0 vars~524 t=869s status=OPTIMAL obj_int=2999469
[r34200] best=33338.1840 gains=0 vars~541 t=869s status=OPTIMAL obj_int=3015503
[r34210] best=33338.1840 gains=0 vars~507 t=869s status=OPTIMAL obj_int=3019957
[r34220] best=33338.1840 gains=0 vars~516 t=869s status=OPTIMAL obj_int=2983518
[r34230] best=33338.1840 gains=0 vars~519 t=870s status=OPTIMAL obj_int=2972130
[r34240] best=33338.1840 gains=0 vars~536 t=870s status=OPTIMAL obj_int=2985901
[r34250] best=33338.1840 gains=0 vars~540 t=870s status=OPTIMAL obj_int=2991711
[r34260] best=33338.1840 gains=0 vars~525 t=870s status=OPTIMAL obj_int=3045759
[r34270] best=33338.1840 gains=0 vars~535 t=871s status=OPTIMAL obj_int=3055591
[r34280] best=33338.1840 gains=0 vars~506 t=871s status=OPTIMAL obj_int=2910630
[r34290] best=33338.1840 gains=0 vars~520 t=871s status=OPTIMAL obj_int=3012275
[r34300] best=33338.1840 gains=0 vars~546 t=871s status=OPTIMAL obj_int=2962735
[r34310] best=33338.1840 gains=0 vars~540 t=872s status=OPTIMAL obj_int=3058830
[r34320] best=33338.1840 gains=0 vars~529 t=872s status=OPTIMAL obj_int=2962732
[r34330] best=33338.1840 gains=0 vars~526 t=872s status=OPTIMAL obj_int=3030404
[r34340] best=33338.1840 gains=0 vars~527 t=872s status=OPTIMAL obj_int=3000004
[r34350] best=33338.1840 gains=0 vars~517 t=873s status=OPTIMAL obj_int=3000237
[r34360] best=33338.1840 gains=0 vars~534 t=873s status=OPTIMAL obj_int=3012259
[r34370] best=33338.1840 gains=0 vars~540 t=873s status=OPTIMAL obj_int=2999960
[r34380] best=33338.1840 gains=0 vars~562 t=874s status=OPTIMAL obj_int=3015058
[r34390] best=33338.1840 gains=0 vars~532 t=874s status=OPTIMAL obj_int=2996557
[r34400] best=33338.1840 gains=0 vars~541 t=874s status=OPTIMAL obj_int=3035976
[r34410] best=33338.1840 gains=0 vars~555 t=874s status=OPTIMAL obj_int=2949794
[r34420] best=33338.1840 gains=0 vars~533 t=875s status=OPTIMAL obj_int=2936596
[r34430] best=33338.1840 gains=0 vars~530 t=875s status=OPTIMAL obj_int=2991418
[r34440] best=33338.1840 gains=0 vars~523 t=875s status=OPTIMAL obj_int=2986625
[r34450] best=33338.1840 gains=0 vars~530 t=875s status=OPTIMAL obj_int=3045729
[r34460] best=33338.1840 gains=0 vars~527 t=876s status=OPTIMAL obj_int=2926646
[r34470] best=33338.1840 gains=0 vars~529 t=876s status=OPTIMAL obj_int=3012000
[r34480] best=33338.1840 gains=0 vars~514 t=876s status=OPTIMAL obj_int=2953214
[r34490] best=33338.1840 gains=0 vars~526 t=876s status=OPTIMAL obj_int=2976441
[r34500] best=33338.1840 gains=0 vars~512 t=877s status=OPTIMAL obj_int=2967326
[r34510] best=33338.1840 gains=0 vars~515 t=877s status=OPTIMAL obj_int=2991380
[r34520] best=33338.1840 gains=0 vars~554 t=877s status=OPTIMAL obj_int=2960070
[r34530] best=33338.1840 gains=0 vars~539 t=877s status=OPTIMAL obj_int=2951613
[r34540] best=33338.1840 gains=0 vars~535 t=878s status=OPTIMAL obj_int=2947197
[r34550] best=33338.1840 gains=0 vars~511 t=878s status=OPTIMAL obj_int=3040334
[r34560] best=33338.1840 gains=0 vars~521 t=878s status=OPTIMAL obj_int=3039333
[r34570] best=33338.1840 gains=0 vars~521 t=878s status=OPTIMAL obj_int=2944539
[r34580] best=33338.1840 gains=0 vars~513 t=879s status=OPTIMAL obj_int=2976434
[r34590] best=33338.1840 gains=0 vars~526 t=879s status=OPTIMAL obj_int=2969993
[r34600] best=33338.1840 gains=0 vars~528 t=879s status=OPTIMAL obj_int=3020870
[r34610] best=33338.1840 gains=0 vars~518 t=879s status=OPTIMAL obj_int=3006606
[r34620] best=33338.1840 gains=0 vars~535 t=879s status=OPTIMAL obj_int=2977291
[r34630] best=33338.1840 gains=0 vars~534 t=880s status=OPTIMAL obj_int=2955974
[r34640] best=33338.1840 gains=0 vars~534 t=880s status=OPTIMAL obj_int=3010953
[r34650] best=33338.1840 gains=0 vars~522 t=880s status=OPTIMAL obj_int=2941250
